Weight Bits,Activation Bits,Gradient Bits,Data Structure,Energy,Time,Power,Dataset
5,8,12,PB-CSR,2.00979576549065,183.850162749145,249.64921265544,cifar
5,8,9,PB-CSR,1.95778190764532,180.186617531656,241.58366435484,cifar
5,8,10,PB-CSR,1.98424657576162,181.68781228123,244.25398978524,cifar
2,6,8,PB-BMP,0.00628144906660073,2.3447073526775,1.13979093228,mnist
2,7,8,PB-BMP,0.00596572004491181,2.31762004259596,1.17786310758,mnist
2,6,8,PB-CSR,0.00374418089234497,1.14471912811862,3.37063835664,mnist
2,7,8,PB-CSR,0.00369670233186467,1.10912855240842,3.40871053194,mnist
2,8,8,PB-BMP,0.00611877654519268,2.3664829303347,1.21601081178,mnist
2,8,8,PB-CSR,0.00376832814940198,1.15657659135177,3.44685823614,mnist
2,10,8,PB-CSR,0.00394263805456132,1.16090839701857,3.52146640734,mnist
2,10,8,PB-BMP,0.0064917304654545,2.37313790218389,1.29061898298,mnist
2,12,8,PB-BMP,0.00636782890174698,2.39114741645215,1.37077008228,mnist
2,12,8,PB-CSR,0.0039562064614702,1.17109783455085,3.60161750664,mnist
3,6,8,PB-BMP,0.00635397880485178,2.35009919524243,1.22419655298,mnist
3,6,8,PB-CSR,0.00386251438466399,1.14667057670724,3.45378127734,mnist
3,7,8,PB-BMP,0.00603825068567847,2.32319807716089,1.26226872828,mnist
3,7,8,PB-CSR,0.00381504121957879,1.11219931299704,3.49185345264,mnist
3,8,8,PB-BMP,0.00619130673921016,2.37196765289963,1.30041643248,mnist
3,10,8,PB-BMP,0.00656426067322393,2.37862262474881,1.37502460368,mnist
3,8,8,PB-CSR,0.00388666434392718,1.15908747994039,3.53000115684,mnist
3,10,8,PB-CSR,0.00406097426283847,1.16341928560719,3.60460932804,mnist
3,12,8,PB-CSR,0.00407445197795418,1.16332366713947,3.68476042734,mnist
3,12,8,PB-BMP,0.00644034400088561,2.39491796301707,1.45517570298,mnist
4,6,8,PB-BMP,0.0064861908917276,2.35199899013681,1.31097628908,mnist
4,6,8,PB-CSR,0.00397316988439642,1.14957124932849,3.53673356454,mnist
4,7,8,PB-BMP,0.00617046232580512,2.32500456005527,1.34904846438,mnist
4,7,8,PB-CSR,0.0039256940261223,1.11454011361829,3.57480573984,mnist
4,8,8,PB-BMP,0.00632351838718349,2.37377413579401,1.38719616858,mnist
4,8,8,PB-CSR,0.00399731715831737,1.16142828056164,3.61295344404,mnist
4,10,8,PB-CSR,0.00417162707734218,1.16576008622844,3.68756161524,mnist
4,10,8,PB-BMP,0.00669647232131079,2.38042910764319,1.46180433978,mnist
4,12,8,PB-BMP,0.00657257078743274,2.39843905391145,1.54195543908,mnist
4,12,8,PB-CSR,0.00418519551408053,1.17594995576072,3.76771271454,mnist
5,6,8,PB-CSR,0.00384485502542884,1.15550705887002,3.62598064614,mnist
5,6,8,PB-BMP,0.00661340941700235,2.35434305084108,1.39616304768,mnist
5,7,8,PB-CSR,0.00379737917500139,1.12047592315982,3.66405282144,mnist
5,7,8,PB-BMP,0.00629768085892655,2.32734862075954,1.43423522298,mnist
5,8,8,PB-BMP,0.00645073692621018,2.37611819649828,1.47238292718,mnist
5,8,8,PB-CSR,0.00386900231310173,1.16736409010317,3.70220052564,mnist
5,10,8,PB-BMP,0.00682367575170668,2.38105899234746,1.54699109838,mnist
5,10,8,PB-CSR,0.00404322154033338,1.16141083976997,3.77680869684,mnist
5,12,8,PB-BMP,0.00669978933472001,2.40078311461572,1.62714219768,mnist
5,12,8,PB-CSR,0.00405688067712546,1.18188576530225,3.85695979614,mnist
3,7,8,PB-BMP,2.29044271549355,265.343103090815,90.81133362864,cifar
2,7,8,PB-BMP,2.25900253867174,263.483001823304,84.69178285104,cifar
3,6,8,PB-BMP,2.21489715557425,261.411301488199,84.98064591504,cifar
3,8,8,PB-BMP,2.3178902993306,271.0990356735,97.61748867504,cifar
4,6,8,PB-BMP,2.22832278619773,263.867774379796,93.09427909776,cifar
3,10,8,PB-BMP,2.44101897239754,276.073245665318,109.26205047504,cifar
3,12,8,PB-BMP,2.52567755757344,280.357085289204,119.58453003744,cifar
4,7,8,PB-BMP,2.3038687657485,267.862380339532,98.92496681136,cifar
2,10,8,PB-BMP,2.40957884288363,274.235830462448,103.14249969744,cifar
2,8,8,PB-BMP,2.28644970287733,269.17613004887,91.49793789744,cifar
2,6,8,PB-BMP,2.18345718626993,259.593586962449,78.86109513744,cifar
4,10,8,PB-BMP,2.45444454508982,278.505487706356,117.37568365776,cifar
5,8,12,PB-BMP,2.4525536707688,284.464108807325,123.88290230664,cifar
4,8,8,PB-BMP,2.33131586147376,273.529732928618,105.73112185776,cifar
2,12,8,PB-BMP,2.49423743850268,278.521214872254,113.46497925984,cifar
4,6,8,PB-CSR,1.81783192146138,171.045392408984,219.40950746556,cifar
3,6,8,PB-CSR,1.77323513265652,170.134300580816,213.72189640704,cifar
3,7,8,PB-CSR,1.8280718905868,172.766317108659,219.55258412064,cifar
4,7,8,PB-CSR,1.87266909902313,173.740213293948,225.24019517916,cifar
3,10,8,PB-CSR,1.93870359847317,180.23114669206,238.00330096704,cifar
3,8,8,PB-CSR,1.86360653348574,176.573372057279,226.35873916704,cifar
2,7,8,PB-CSR,1.78558112307579,171.345759760499,213.26500025244,cifar
3,12,8,PB-CSR,1.98575393574937,183.4233244005,248.32578052944,cifar
4,10,8,PB-CSR,1.98330032934684,181.118007669669,243.69091202556,cifar
4,12,8,PB-CSR,2.03035066690812,184.310191020349,254.01339158796,cifar
2,8,8,PB-CSR,1.82111534634326,175.090010351999,220.07115529884,cifar
4,8,8,PB-CSR,1.90820322216735,177.454053891208,232.04635022556,cifar
2,12,8,PB-CSR,1.9432632259894,182.0269979029,242.03819666124,cifar
2,10,8,PB-CSR,1.89621284662713,178.82864105078,231.71571709884,cifar
2,8,10,PB-BMP,0.00608771505920513,2.39844974193163,1.37472855318,mnist
2,8,9,PB-BMP,0.00592419074827626,2.39081329155429,1.30067831808,mnist
2,8,10,PB-CSR,0.00378260711249472,1.17442021977703,3.60557597754,mnist
2,8,9,PB-CSR,0.00372012110983666,1.16990718567105,3.53152574244,mnist
2,8,11,PB-BMP,0.00626023503629953,2.40629419201739,1.45337777208,mnist
2,8,11,PB-CSR,0.0038483593982629,1.17903032043873,3.68422519644,mnist
2,8,12,PB-BMP,0.00641472303909632,2.41579575860965,1.52760293028,mnist
2,8,12,PB-CSR,0.0039067678440731,1.18439030715725,3.75845035464,mnist
3,8,9,PB-BMP,0.00599672095014042,2.39629801411921,1.38508393878,mnist
3,8,9,PB-CSR,0.00383845731220853,1.17241807425967,3.61466866314,mnist
3,8,10,PB-BMP,0.00616024526697456,2.40393446449656,1.45913417388,mnist
3,8,11,PB-BMP,0.00633276523827722,2.41177891458232,1.53778339278,mnist
3,8,10,PB-CSR,0.00390094332077186,1.17693110836565,3.68871889824,mnist
3,8,11,PB-CSR,0.00396669560074831,1.18154120902735,3.76736811714,mnist
3,8,12,PB-BMP,0.00648723813823494,2.41956630517458,1.61200855098,mnist
3,8,12,PB-CSR,0.00402472614454008,1.14404679574587,3.84159327534,mnist
4,8,9,PB-CSR,0.00394911013250399,1.17475887488092,3.69762095034,mnist
4,8,9,PB-BMP,0.00612893260401902,2.39810449701359,1.47186367488,mnist
4,8,10,PB-BMP,0.00629245691506142,2.40574094739094,1.54591390998,mnist
4,8,11,PB-BMP,0.00646496178352502,2.4118712214767,1.62456312888,mnist
4,8,11,PB-CSR,0.00407697051323359,1.1410276096486,3.85032040434,mnist
4,8,10,PB-CSR,0.00401159613527558,1.1792719089869,3.77167118544,mnist
4,8,12,PB-CSR,0.00413575689668343,1.18924242836712,3.92454556254,mnist
4,8,12,PB-BMP,0.00661946492478207,2.42308739606895,1.69878828708,mnist
5,8,9,PB-BMP,0.00625615113725397,2.40044855771786,1.55705043348,mnist
5,8,9,PB-CSR,0.00382079528149661,1.18069468442245,3.78686803194,mnist
5,8,10,PB-BMP,0.00641966034545732,2.40637083209521,1.63110066858,mnist
5,8,10,PB-CSR,0.00388290338224977,1.14235331852843,3.86091826704,mnist
5,8,11,PB-BMP,0.00659219545522024,2.41592989018097,1.70974988748,mnist
5,8,11,PB-CSR,0.00394903359986585,1.18981825119013,3.93956748594,mnist
5,8,12,PB-BMP,0.00674668347206934,2.42543145677322,1.78397504568,mnist
5,8,12,PB-CSR,0.00400744205972837,1.19517823790865,4.01379264414,mnist
